,cluster
TMC6,3
TMC7,188
TMC8,199
TMCC1,175
TMCC2,182
TMCC3,41
TMCO5A,137
TMED1,164
TMED10,147
TMED2,147
TMED3,78
TMED4,35
TMED5,154
TMED6,36
TMED7,147
TMED8,175
TMED9,147
TMEFF1,37
TMEFF2,35
TMEM100,5
TMEM102,167
TMEM116,186
TMEM120B,175
TMEM121B,163
TMEM123,36
TMEM126A,71
TMEM126B,71
TMEM130,178
TMEM131,170
TMEM131L,157
TMEM132A,19
TMEM132B,36
TMEM132D,170
TMEM132E,123
TMEM141,58
TMEM143,14
TMEM145,53
TMEM14A,132
TMEM14B,37
TMEM14C,197
TMEM150A,180
TMEM150B,170
TMEM150C,189
TMEM151A,68
TMEM151B,169
TMEM161A,135
TMEM161B,113
TMEM167A,150
TMEM167B,29
TMEM17,47
TMEM170A,198
TMEM170B,172
TMEM176A,96
TMEM176B,14
TMEM178A,8
TMEM178B,70
TMEM184A,74
TMEM184B,70
TMEM184C,28
TMEM185A,70
TMEM185B,16
TMEM200A,47
TMEM200B,178
TMEM200C,174
TMEM202,42
TMEM212,3
TMEM216,119
TMEM217,164
TMEM219,192
TMEM229A,180
TMEM229B,171
TMEM233,182
TMEM235,74
TMEM241,198
TMEM244,31
TMEM248,126
TMEM25,170
TMEM250,175
TMEM256,26
TMEM259,56
TMEM266,196
TMEM30A,198
TMEM30B,4
TMEM35A,19
TMEM35B,190
TMEM38A,39
TMEM38B,9
TMEM39A,157
TMEM39B,127
TMEM41A,103
TMEM41B,146
TMEM44,77
TMEM45A,32
TMEM45B,47
TMEM47,199
TMEM50A,11
TMEM50B,23
TMEM54,190
TMEM59,22
TMEM59L,180
TMEM60,157
TMEM63A,70
TMEM63B,174
TMEM63C,67
TMEM64,185
TMEM74,172
TMEM74B,63
TMEM80,44
TMEM86A,136
TMEM86B,179
TMEM87A,33
TMEM87B,198
TMEM8B,176
TMEM9,2
TMEM91,49
TMEM9B,157
TMF1,192
TMIGD3,153
TMLHE,57
TMOD1,37
TMOD2,49
TMOD3,108
TMOD4,129
TMPO,101
TMPRSS11A,48
TMPRSS11B,127
TMPRSS11D,42
TMPRSS11E,43
TMPRSS11F,29
TMPRSS12,137
TMPRSS13,128
TMPRSS15,11
TMPRSS2,4
TMPRSS3,18
TMPRSS4,79
TMPRSS5,79
TMPRSS6,26
TMPRSS7,127
TMPRSS9,58
TMSB15A,198
TMSB4X,63
TMT1A,136
TMT1B,136
TMTC1,164
TMTC2,1
TMTC3,157
TMTC4,61
TMUB1,97
TMUB2,139
TMX1,26
TMX3,3
TMX4,5
TNC,68
TNF,180
TNFAIP1,123
TNFAIP2,174
TNFAIP3,107
TNFAIP6,44
TNFAIP8,171
TNFAIP8L1,178
TNFAIP8L2,129
TNFAIP8L3,62
TNFRSF10A,144
TNFRSF10B,144
TNFRSF10C,198
TNFRSF10D,60
TNFRSF11A,38
TNFRSF11B,55
TNFRSF13C,67
TNFRSF14,168
TNFRSF17,14
TNFRSF18,75
TNFRSF19,21
TNFRSF1A,197
TNFRSF1B,145
TNFRSF21,166
TNFRSF25,75
TNFRSF4,75
TNFRSF6B,55
TNFRSF8,52
TNFRSF9,60
TNFSF10,132
TNFSF11,43
TNFSF12,26
TNFSF13,27
TNFSF13B,76
TNFSF14,34
TNFSF15,1
TNIK,58
TNIP1,107
TNIP2,199
TNIP3,36
TNK1,174
TNK2,179
TNKS,190
TNKS1BP1,67
TNKS2,152
TNMD,44
TNN,142
TNNC1,174
TNNC2,68
TNNI1,182
TNNI2,197
TNNI3,145
TNNI3K,10
TNNT1,43
TNNT2,184
TNNT3,63
TNPO1,37
TNPO2,70
TNPO3,6
TNR,67
TNRC18,70
TNRC6A,7
TNRC6B,165
TNRC6C,132
TNS1,60
TNS2,3
TNS3,152
TNS4,122
TNXB,181
TOB1,36
TOB2,18
TOE1,99
TOGARAM1,48
TOGARAM2,96
TOM1,38
TOM1L1,157
TOM1L2,155
TOMM20,53
TOMM20L,6
TOMM34,167
TOMM40,34
TOMM40L,164
TOMM70,99
TONSL,102
TOP1,100
TOP1MT,76
TOP2A,102
TOP2B,88
TOP3A,99
TOP3B,163
TOPBP1,88
TOR1A,198
TOR1AIP1,40
TOR1AIP2,48
TOR1B,144
TOR2A,200
TOR3A,124
TOR4A,69
TOX,5
TOX2,49
TOX3,68
TOX4,88
TP53,140
TP53BP2,152
TP53I3,185
TP53INP1,31
TP53INP2,169
TP63,159
TP73,75
TPBGL,174
TPCN1,172
TPCN2,196
TPD52,155
TPD52L1,36
TPD52L2,77
TPD52L3,197
TPH1,28
TPH2,136
TPM1,193
TPM2,178
TPM3,185
TPM4,183
TPO,61
TPP2,3
TPPP,61
TPPP2,121
TPPP3,177
TPRG1,39
TPRG1L,75
TPRN,41
TPRX1,48
TPSAB1,78
TPSD1,57
TPSG1,179
TPST1,126
TPST2,22
TPTE2,143
TRA2A,26
TRA2B,89
TRABD2A,192
TRABD2B,124
TRAF1,68
TRAF2,107
TRAF3,107
TRAF3IP3,182
TRAF4,123
TRAF5,172
TRAF6,165
TRAF7,104
TRAFD1,51
TRAK1,15
TRAK2,186
TRAM1,51
TRAM1L1,20
TRAM2,67
TRANK1,132
TRAP1,200
TRAPPC1,147
TRAPPC2L,147
TRAPPC3,147
TRAPPC3L,51
TRAPPC4,147
TRAPPC6A,124
TRAPPC6B,34
TRARG1,53
TRDMT1,172
TREM2,138
TREML1,187
TREML2,141
TREML4,41
TRERF1,180
TREX1,7
TREX2,61
TRHDE,166
TRHR,139
TRIB1,108
TRIB2,57
TRIB3,41
TRIM10,36
TRIM11,179
TRIM13,192
TRIM14,26
TRIM15,141
TRIM16,124
TRIM17,142
TRIM2,58
TRIM21,139
TRIM22,190
TRIM23,128
TRIM24,41
TRIM25,169
TRIM26,48
TRIM27,42
TRIM28,179
TRIM29,199
TRIM3,21
TRIM31,27
TRIM32,11
TRIM33,157
TRIM34,188
TRIM35,42
TRIM36,31
TRIM37,162
TRIM38,39
TRIM39,179
TRIM4,69
TRIM40,185
TRIM41,74
TRIM42,21
TRIM43,183
TRIM44,37
TRIM45,153
TRIM46,129
TRIM47,55
TRIM49B,8
TRIM49D1,53
TRIM5,42
TRIM50,126
TRIM52,74
TRIM54,182
TRIM55,178
TRIM56,67
TRIM58,58
TRIM59,156
TRIM6,29
TRIM60,48
TRIM61,179
TRIM62,167
TRIM63,2
TRIM65,58
TRIM67,55
TRIM68,172
TRIM69,171
TRIM7,53
TRIM71,14
TRIM72,142
TRIM77,2
TRIM8,85
TRIM9,3
TRIML1,58
TRIML2,95
TRIO,152
TRIOBP,200
TRIP10,29
TRIP12,87
TRIP6,126
TRMT1,99
TRMT10A,159
TRMT10B,5
TRMT10C,72
TRMT12,131
TRMT1L,197
TRMT2A,178
TRMT2B,68
TRMT5,101
TRMT61A,99
TRMT61B,199
TRMT9B,185
TRNAU1AP,110
TRO,132
TRPC1,5
TRPC3,166
TRPC4,164
TRPC5,186
TRPC6,7
TRPC7,18
TRPM1,35
TRPM2,21
TRPM3,34
TRPM4,3
TRPM5,78
TRPM6,39
TRPM7,111
TRPM8,78
TRPS1,160
TRPV1,49
TRPV2,138
TRPV3,21
TRPV4,193
TRPV5,61
TRPV6,178
TRRAP,114
TSC2,108
TSC22D1,67
TSC22D2,148
TSC22D3,184
TSC22D4,53
TSG101,107
TSGA10,42
TSHB,14
TSHR,200
TSHZ1,55
TSHZ2,21
TSHZ3,144
TSKU,130
TSN,200
TSNARE1,182
TSNAX,3
TSPAN1,127
TSPAN11,183
TSPAN12,27
TSPAN13,193
TSPAN14,34
TSPAN15,50
TSPAN16,66
TSPAN17,175
TSPAN18,138
TSPAN19,47
TSPAN2,154
TSPAN3,157
TSPAN31,195
TSPAN32,55
TSPAN33,3
TSPAN4,78
TSPAN5,65
TSPAN6,172
TSPAN7,42
TSPAN8,166
TSPAN9,187
TSPO,98
TSPO2,50
TSPOAP1,181
TSPYL1,53
TSPYL2,188
TSPYL4,44
TSPYL5,194
TSPYL6,4
TSR1,100
TSSK1B,23
TSSK2,49
TSSK3,127
TSSK4,121
TSSK6,135
TST,171
TSTD1,157
TTBK1,196
TTBK2,166
TTC1,86
TTC12,79
TTC13,49
TTC16,175
TTC21A,193
TTC21B,88
TTC23,63
TTC23L,23
TTC24,129
TTC28,136
TTC29,66
TTC31,178
TTC32,90
TTC34,75
TTC39A,68
TTC39B,196
TTC39C,139
TTC4,99
TTC7A,104
TTC7B,89
TTC8,30
TTC9,199
TTC9B,120
TTC9C,119
TTF1,86
TTF2,84
TTK,8
TTLL1,44
TTLL10,75
TTLL11,178
TTLL12,98
TTLL2,47
TTLL4,98
TTLL6,14
TTLL7,154
TTLL9,166
TTPA,2
TTPAL,22
TTR,186
TTYH1,58
TTYH2,53
TTYH3,197
TUB,156
TUBA1A,49
TUBA1B,85
TUBA1C,162
TUBA3C,18
TUBA3D,178
TUBA3E,178
TUBA4A,171
TUBA8,163
TUBAL3,19
TUBB,85
TUBB1,58
TUBB2A,179
TUBB2B,141
TUBB3,116
TUBB4A,49
TUBB4B,159
TUBB6,68
TUBD1,83
TUBE1,83
TUBG1,114
TUBG2,137
TUBGCP2,199
TUBGCP3,86
TUBGCP4,86
TUBGCP5,86
TUBGCP6,86
TUFM,71
TUFT1,124
TULP1,132
TULP2,37
TULP3,128
TULP4,152
TUSC3,1
TUT1,12
TUT4,48
TUT7,37
TVP23A,128
TWF1,123
TWF2,16
TWIST1,190
TWIST2,199
TXK,164
TXLNA,64
TXLNB,142
TXLNG,89
TXN,99
TXN2,72
TXNDC11,15
TXNDC12,37
TXNDC2,166
TXNDC5,74
TXNDC8,143
TXNDC9,133
TXNIP,198
TXNL1,37
TXNL4A,194
TXNL4B,99
TXNRD1,99
TXNRD2,185
TYK2,51
TYMS,111
TYR,4
TYRO3,185
TYRP1,62
TYW1,126
TYW3,44
TYW5,157
U2AF1,194
U2AF1L4,120
U2AF2,13
UACA,3
UAP1,111
UAP1L1,78
UBA1,157
UBA2,59
UBA3,99
UBA5,150
UBA52,197
UBA6,160
UBA7,171
UBAC1,197
UBAC2,46
UBALD1,149
UBALD2,149
UBAP1,107
UBAP1L,41
UBAP2,34
UBAP2L,84
UBASH3A,182
UBASH3B,142
UBB,139
UBD,46
UBE2A,110
UBE2B,37
UBE2C,162
UBE2D1,27
UBE2D2,82
UBE2D3,82
UBE2D4,191
UBE2E1,171
UBE2E2,26
UBE2E3,26
UBE2F,108
UBE2G1,6
UBE2G2,146
UBE2H,161
UBE2I,59
UBE2J1,146
UBE2J2,85
UBE2K,116
UBE2L3,15
UBE2L6,49
UBE2N,99
UBE2O,78
UBE2Q1,88
UBE2Q2,172
UBE2QL1,193
UBE2R2,88
UBE2S,162
UBE2T,83
UBE2U,32
UBE2V1,26
UBE2V2,157
UBE2Z,104
UBE3A,53
UBE3B,96
UBE3C,132
UBE4A,79
UBE4B,162
UBL4A,190
UBL4B,153
UBL7,162
UBN1,4
UBN2,17
UBP1,157
UBQLN1,128
UBQLN2,192
UBQLN3,171
UBQLN4,129
UBQLNL,14
UBR1,176
UBR2,37
UBR3,42
UBR5,87
UBTD1,68
UBTD2,190
UBTF,99
UBXN1,67
UBXN10,155
UBXN11,171
UBXN2A,8
UBXN2B,155
UBXN4,192
UBXN6,157
UBXN7,3
UCHL1,188
UCHL3,200
UCHL5,87
UCK1,144
UCK2,36
UCKL1,77
UCN,66
UCN2,179
UCN3,50
UCP1,141
UCP2,130
UCP3,130
UEVLD,27
UFSP1,126
UFSP2,150
UGGT1,150
UGGT2,3
UGP2,111
UGT1A1,78
UGT1A10,29
UGT1A3,94
UGT1A4,59
UGT1A5,32
UGT1A7,94
UGT1A8,59
UGT1A9,51
UGT2A1,64
UGT2A3,197
UGT2B11,141
UGT2B15,24
UGT2B17,44
UGT2B28,39
UGT2B4,24
UGT2B7,34
UGT3A1,1
UGT3A2,23
UGT8,174
UHMK1,192
UHRF2,50
ULBP1,157
ULBP2,62
ULBP3,164
ULK1,58
ULK2,30
ULK3,9
ULK4,46
UMOD,170
UMODL1,63
UNC119,123
UNC119B,164
UNC13A,14
UNC13B,176
UNC13C,139
UNC13D,58
UNC45A,99
UNC45B,123
UNC5A,74
UNC5B,7
UNC5C,68
UNC5CL,138
UNC5D,68
UNC93A,168
UNCX,61
UNK,58
UNKL,61
UPB1,191
UPF1,13
UPF3A,77
UPF3B,110
UPK1A,120
UPK1B,174
UPK3A,98
UPK3B,177
UPP1,67
UPP2,7
UPRT,44
UQCRC1,72
UQCRC2,72
URAD,180
UROD,111
USF1,199
USF2,199
USH1C,37
USH1G,78
USH2A,8
USHBP1,138
USP1,88
USP10,191
USP11,170
USP12,139
USP13,67
USP14,110
USP15,110
USP16,37
USP17L10,68
USP17L13,89
USP18,62
USP19,165
USP2,79
USP20,16
USP21,187
USP22,114
USP24,136
USP25,5
USP26,19
USP27X,189
USP28,140
USP29,45
USP3,127
USP30,26
USP31,27
USP32,3
USP33,157
USP34,42
USP35,130
USP36,100
USP37,88
USP38,200
USP39,13
USP4,26
USP40,28
USP42,82
USP43,169
USP44,49
USP45,8
USP46,28
USP47,157
USP48,83
USP49,4
USP5,86
USP50,143
USP51,155
USP53,11
USP54,173
USP6,15
USP6NL,4
USP7,82
USP8,107
USP9X,132
UST,70
UTF1,10
UTP14A,100
UTP14C,24
UTP23,100
UTP3,86
UTP4,100
UTRN,191
UTS2R,73
UXS1,111
VAMP1,175
VAMP2,89
VAMP3,75
VAMP4,47
VAMP5,180
VAMP7,62
VAMP8,37
VANGL1,154
VANGL2,174
VAPA,118
VAPB,59
VARS1,7
VARS2,72
VASH1,145
VASH2,96
VASN,19
VASP,104
VAT1,122
VAT1L,142
VAV1,42
VAV2,170
VAV3,154
VAX1,28
VAX2,2
VCAM1,65
VCAN,49
VCL,152
VCP,6
VCPKMT,165
VDAC1,185
VDAC2,43
VDAC3,134
VDR,177
VEGFA,196
VEGFB,119
VEGFC,98
VEGFD,70
VENTX,125
VEZF1,36
VGLL1,3
VGLL2,36
VGLL3,28
VHL,200
VIL1,182
VILL,180
VIM,167
VIP,49
VIPR1,132
VIPR2,5
VIT,132
VKORC1,68
VKORC1L1,126
VLDLR,60
VMP1,146
VN1R1,24
VN1R2,26
VN1R4,139
VNN1,48
VNN2,26
VPREB1,42
VPREB3,68
VPS13A,29
VPS13C,42
VPS13D,86
VPS18,148
VPS26A,148
VPS26B,79
VPS26C,150
VPS33A,148
VPS33B,148
VPS37A,107
VPS37B,77
VPS37C,138
VPS37D,140
VPS39,148
VPS45,107
VPS4A,104
VPS4B,104
VPS8,107
VPS9D1,78
VRK1,162
VRK2,42
VRK3,48
VSIG1,186
VSIG10,70
VSIG10L,132
VSIG2,79
VSIG8,171
VSIR,170
VSNL1,70
VSTM1,58
VSTM2A,137
VSTM2B,68
VSTM2L,18
VSTM4,42
VSTM5,143
VSX2,63
VTCN1,153
VTI1A,37
VTI1B,183
VTN,123
VWA1,75
VWA2,185
VWA3A,4
VWA3B,189
VWA5A,79
VWA5B2,4
VWC2,124
VWC2L,32
VWCE,119
VWDE,2
VWF,167
WARS1,101
WARS2,72
WAS,113
WASF1,64
WASF2,104
WASF3,137
WASHC2A,41
WASHC2C,183
WASL,38
WBP1,183
WBP1L,194
WBP2,58
WBP2NL,172
WDFY1,44
WDFY2,48
WDFY3,88
WDFY4,68
WDR12,100
WDR13,174
WDR17,15
WDR20,115
WDR24,148
WDR25,87
WDR26,161
WDR27,70
WDR3,100
WDR35,54
WDR37,115
WDR38,197
WDR43,100
WDR45,136
WDR45B,73
WDR5,101
WDR54,136
WDR55,100
WDR59,148
WDR5B,24
WDR62,200
WDR7,106
WDR72,172
WDR73,162
WDR75,100
WDR77,99
WDR81,98
WDR86,190
WDR87,120
WDR88,120
WDR90,60
WDR93,65
WDTC1,70
WEE1,88
WEE2,171
WFDC10A,28
WFDC10B,48
WFDC11,143
WFDC12,138
WFDC13,47
WFDC3,164
WFDC5,155
WFDC6,29
WFDC8,51
WFDC9,49
WFIKKN1,60
WFIKKN2,171
WHAMM,141
WHRN,189
WIF1,7
WIPF1,113
WIPF2,9
WIPF3,18
WIPI1,174
WIPI2,58
WIZ,114
WNK1,148
WNK3,16
WNK4,55
WNT1,68
WNT10A,175
WNT10B,167
WNT11,169
WNT16,61
WNT2,16
WNT2B,189
WNT3,124
WNT3A,179
WNT4,197
WNT5A,48
WNT5B,77
WNT6,41
WNT7A,60
WNT7B,58
WNT8A,49
WNT8B,166
WNT9A,166
WNT9B,68
WRN,143
WSB1,90
WSB2,85
WSCD1,55
WSCD2,174
WT1,159
WTIP,67
WWC1,74
WWC2,70
WWOX,44
WWP1,39
WWP2,67
WWTR1,152
XAB2,12
XAF1,185
XAGE2,139
XAGE3,52
XAGE5,143
XCL1,66
XCL2,41
XCR1,18
XDH,74
XIAP,68
XIRP1,175
XIRP2,1
XK,187
XKR3,28
XKR4,188
XKR6,175
XKR7,135
XKR8,166
XKR9,32
XKRX,188
XPNPEP1,189
XPNPEP2,21
XPNPEP3,199
XPO1,5
XPO4,110
XPO5,107
XPO7,140
XRCC1,83
XRCC2,83
XRCC3,83
XRCC5,102
XRCC6,102
XRN1,62
XRN2,99
XXYLT1,77
XYLB,191
XYLT1,37
XYLT2,151
YAF2,33
YAP1,152
YBEY,72
YBX1,185
YBX2,26
YBX3,4
YEATS2,161
YES1,46
YIF1A,119
YIF1B,53
YIPF1,28
YIPF2,190
YIPF3,196
YIPF4,28
YIPF5,150
YIPF6,150
YIPF7,48
YJEFN3,135
YJU2,13
YJU2B,109
YKT6,13
YME1L1,71
YPEL1,133
YPEL2,34
YPEL3,133
YPEL4,188
YPEL5,161
YTHDC1,13
YTHDC2,67
YTHDF1,168
YTHDF2,110
YWHAB,200
YWHAE,200
YWHAG,64
YWHAH,198
YWHAQ,62
YY1,182
YY1AP1,129
YY2,4
ZACN,74
ZAP70,189
ZAR1,177
ZAR1L,156
ZBED4,64
ZBED6,64
ZBTB1,109
ZBTB10,142
ZBTB11,38
ZBTB12,136
ZBTB14,44
ZBTB16,58
ZBTB17,89
ZBTB18,182
ZBTB20,169
ZBTB21,49
ZBTB22,54
ZBTB24,42
ZBTB25,178
ZBTB26,2
ZBTB3,119
ZBTB32,120
ZBTB33,88
ZBTB34,178
ZBTB37,44
ZBTB38,117
ZBTB39,177
ZBTB4,171
ZBTB41,31
ZBTB42,77
ZBTB43,68
ZBTB44,79
ZBTB45,60
ZBTB46,17
ZBTB47,61
ZBTB48,75
ZBTB49,191
ZBTB5,64
ZBTB6,127
ZBTB7A,89
ZBTB7B,200
ZBTB7C,144
ZBTB8A,32
ZBTB8B,3
ZBTB9,191
ZC2HC1A,32
ZC2HC1B,9
ZC3H10,86
ZC3H12A,166
ZC3H12B,138
ZC3H12C,79
ZC3H18,48
ZC3H3,76
ZC3H4,116
ZC3H6,49
ZC3H7A,172
ZC3H7B,68
ZC3H8,13
ZC3HAV1,197
ZC3HAV1L,35
ZCCHC12,171
ZCCHC13,132
ZCCHC14,42
ZCCHC18,155
ZCCHC2,184
ZCCHC24,54
ZCCHC7,159
ZCCHC9,194
ZCRB1,99
ZCWPW1,11
ZCWPW2,38
ZDHHC1,7
ZDHHC11,7
ZDHHC12,186
ZDHHC13,155
ZDHHC14,14
ZDHHC15,1
ZDHHC17,37
ZDHHC18,26
ZDHHC19,77
ZDHHC2,44
ZDHHC20,191
ZDHHC21,62
ZDHHC22,185
ZDHHC23,37
ZDHHC3,11
ZDHHC4,37
ZDHHC5,108
ZDHHC6,35
ZDHHC7,47
ZDHHC8,163
ZDHHC9,5
ZEB1,116
ZEB2,85
ZER1,53
ZFAND1,28
ZFAND2A,31
ZFAND2B,64
ZFAND3,49
ZFAND4,39
ZFAND5,33
ZFAND6,33
ZFAT,113
ZFHX2,192
ZFHX3,186
ZFHX4,143
ZFP1,29
ZFP14,44
ZFP2,42
ZFP28,45
ZFP3,155
ZFP30,25
ZFP36,197
ZFP36L1,152
ZFP36L2,191
ZFP37,1
ZFP41,76
ZFP42,197
ZFP57,38
ZFP62,31
ZFP64,90
ZFP69,24
ZFP69B,128
ZFP82,25
ZFP90,3
ZFP91,124
ZFP92,178
ZFPM1,116
ZFPM2,186
ZFR,86
ZFR2,3
ZFX,165
ZFYVE1,66
ZFYVE16,36
ZFYVE19,184
ZFYVE26,66
ZFYVE28,61
ZGLP1,186
ZGPAT,77
ZHX1,131
ZHX2,132
ZHX3,191
ZIC1,41
ZIC2,90
ZIC3,172
ZIC4,166
ZIC5,17
ZIK1,3
ZIM2,5
ZIM3,45
ZKSCAN1,126
ZKSCAN2,34
ZKSCAN3,6
ZKSCAN4,42
ZKSCAN5,171
ZKSCAN7,190
ZKSCAN8,51
ZMAT1,15
ZMAT2,53
ZMAT3,37
ZMAT4,155
ZMIZ1,90
ZMIZ2,139
ZMYM1,28
ZMYM2,128
ZMYM3,128
ZMYM4,197
ZMYM5,128
ZMYM6,38
ZMYND10,4
ZMYND11,172
ZMYND12,1
ZMYND15,125
ZMYND19,172
ZMYND8,116
ZNF10,78
ZNF100,25
ZNF101,24
ZNF107,24
ZNF112,47
ZNF114,1
ZNF12,164
ZNF121,127
ZNF124,95
ZNF131,69
ZNF132,60
ZNF133,34
ZNF134,3
ZNF135,60
ZNF136,42
ZNF138,126
ZNF14,24
ZNF140,78
ZNF141,59
ZNF142,184
ZNF143,110
ZNF146,32
ZNF148,11
ZNF154,45
ZNF155,33
ZNF157,49
ZNF16,200
ZNF160,47
ZNF165,28
ZNF169,178
ZNF17,185
ZNF174,3
ZNF175,28
ZNF177,157
ZNF18,67
ZNF180,26
ZNF181,9
ZNF182,32
ZNF184,155
ZNF185,78
ZNF189,24
ZNF19,24
ZNF195,32
ZNF2,155
ZNF20,182
ZNF200,171
ZNF202,23
ZNF205,96
ZNF208,25
ZNF211,45
ZNF212,36
ZNF213,159
ZNF214,139
ZNF215,36
ZNF217,116
ZNF219,67
ZNF22,37
ZNF221,31
ZNF222,26
ZNF223,31
ZNF224,44
ZNF225,143
ZNF226,128
ZNF227,51
ZNF229,155
ZNF23,38
ZNF230,30
ZNF232,33
ZNF233,67
ZNF234,11
ZNF235,2
ZNF239,137
ZNF24,197
ZNF248,24
ZNF25,143
ZNF250,76
ZNF251,58
ZNF253,139
ZNF256,45
ZNF257,157
ZNF26,95
ZNF260,5
ZNF263,159
ZNF264,45
ZNF266,25
ZNF267,32
ZNF268,95
ZNF273,194
ZNF276,78
ZNF28,45
ZNF280A,189
ZNF280B,144
ZNF280C,35
ZNF280D,28
ZNF281,197
ZNF282,97
ZNF283,23
ZNF284,139
ZNF285,52
ZNF286A,155
ZNF287,42
ZNF292,37
ZNF296,62
ZNF3,185
ZNF30,25
ZNF300,128
ZNF302,25
ZNF304,60
ZNF311,47
ZNF317,177
ZNF319,14
ZNF32,156
ZNF320,45
ZNF322,52
ZNF324,60
ZNF324B,60
ZNF326,48
ZNF329,60
ZNF331,29
ZNF333,180
ZNF334,9
ZNF335,13
ZNF337,127
ZNF33A,33
ZNF33B,33
ZNF34,60
ZNF343,26
ZNF345,32
ZNF346,74
ZNF347,32
ZNF35,191
ZNF350,145
ZNF354A,29
ZNF354B,29
ZNF354C,42
ZNF358,67
ZNF362,96
ZNF366,35
ZNF367,171
ZNF37A,33
ZNF382,47
ZNF383,28
ZNF384,199
ZNF385A,127
ZNF385B,67
ZNF385D,23
ZNF391,31
ZNF394,126
ZNF395,199
ZNF396,178
ZNF397,199
ZNF398,187
ZNF404,31
ZNF407,16
ZNF408,177
ZNF41,49
ZNF410,90
ZNF415,7
ZNF416,45
ZNF417,59
ZNF418,45
ZNF419,40
ZNF420,25
ZNF423,42
ZNF425,97
ZNF426,28
ZNF429,25
ZNF43,24
ZNF430,25
ZNF432,33
ZNF433,32
ZNF436,118
ZNF438,199
ZNF439,29
ZNF44,9
ZNF440,40
ZNF441,24
ZNF442,32
ZNF443,41
ZNF444,190
ZNF445,39
ZNF446,84
ZNF449,192
ZNF45,165
ZNF451,49
ZNF454,42
ZNF460,179
ZNF461,25
ZNF462,142
ZNF467,169
ZNF468,172
ZNF470,171
ZNF471,29
ZNF473,64
ZNF474,165
ZNF479,41
ZNF48,21
ZNF480,47
ZNF483,37
ZNF484,32
ZNF485,137
ZNF486,25
ZNF488,137
ZNF490,33
ZNF491,1
ZNF492,25
ZNF493,25
ZNF496,60
ZNF497,179
ZNF500,139
ZNF501,28
ZNF502,32
ZNF503,196
ZNF506,194
ZNF507,5
ZNF510,24
ZNF512,199
ZNF512B,77
ZNF513,58
ZNF514,155
ZNF517,58
ZNF518B,29
ZNF519,155
ZNF521,191
ZNF524,179
ZNF526,198
ZNF527,25
ZNF528,45
ZNF529,25
ZNF530,45
ZNF532,168
ZNF534,45
ZNF536,21
ZNF540,30
ZNF541,21
ZNF543,45
ZNF544,60
ZNF546,145
ZNF547,45
ZNF548,45
ZNF549,45
ZNF550,193
ZNF551,44
ZNF552,45
ZNF554,96
ZNF555,96
ZNF556,8
ZNF557,29
ZNF558,3
ZNF559,194
ZNF560,32
ZNF561,38
ZNF562,11
ZNF563,32
ZNF564,24
ZNF565,46
ZNF566,25
ZNF567,31
ZNF568,25
ZNF569,25
ZNF57,47
ZNF570,44
ZNF571,30
ZNF572,131
ZNF573,1
ZNF574,84
ZNF575,169
ZNF576,68
ZNF577,184
ZNF578,45
ZNF579,58
ZNF580,54
ZNF581,179
ZNF582,44
ZNF583,45
ZNF584,74
ZNF585A,31
ZNF585B,25
ZNF586,45
ZNF587,59
ZNF587B,45
ZNF589,172
ZNF592,116
ZNF593,136
ZNF594,23
ZNF596,141
ZNF597,24
ZNF599,120
ZNF600,39
ZNF605,96
ZNF606,45
ZNF607,25
ZNF608,199
ZNF609,89
ZNF610,45
ZNF611,197
ZNF613,23
ZNF614,45
ZNF615,33
ZNF616,45
ZNF618,167
ZNF619,34
ZNF620,29
ZNF621,192
ZNF623,58
ZNF624,42
ZNF625,143
ZNF627,143
ZNF628,58
ZNF629,53
ZNF630,190
ZNF638,150
ZNF639,36
ZNF641,34
ZNF644,114
ZNF646,133
ZNF648,142
ZNF649,70
ZNF652,145
ZNF653,132
ZNF654,23
ZNF655,182
ZNF658,66
ZNF660,31
ZNF662,66
ZNF664,95
ZNF665,32
ZNF667,45
ZNF668,170
ZNF669,95
ZNF670,11
ZNF671,67
ZNF672,78
ZNF674,184
ZNF675,25
ZNF677,29
ZNF679,143
ZNF680,26
ZNF681,25
ZNF682,25
ZNF683,61
ZNF684,128
ZNF687,129
ZNF688,133
ZNF689,35
ZNF69,155
ZNF691,136
ZNF692,78
ZNF695,96
ZNF696,76
ZNF697,174
ZNF699,33
ZNF7,78
ZNF70,191
ZNF700,37
ZNF701,45
ZNF703,188
ZNF704,166
ZNF705B,185
ZNF705G,198
ZNF707,58
ZNF708,9
ZNF709,47
ZNF71,139
ZNF710,85
ZNF711,24
ZNF713,44
ZNF714,25
ZNF721,11
ZNF726,44
ZNF727,29
ZNF728,29
ZNF729,11
ZNF730,25
ZNF736,143
ZNF737,25
ZNF74,163
ZNF740,31
ZNF746,61
ZNF747,94
ZNF749,45
ZNF750,73
ZNF75A,23
ZNF75D,1
ZNF76,16
ZNF763,191
ZNF764,55
ZNF765,45
ZNF766,45
ZNF768,5
ZNF77,4
ZNF770,11
ZNF771,178
ZNF772,27
ZNF773,45
ZNF774,60
ZNF775,168
ZNF776,45
ZNF777,97
ZNF778,39
ZNF780A,48
ZNF780B,25
ZNF782,24
ZNF783,97
ZNF784,190
ZNF785,133
ZNF786,97
ZNF787,64
ZNF789,126
ZNF79,50
ZNF790,28
ZNF791,42
ZNF792,120
ZNF793,120
ZNF799,40
ZNF8,60
ZNF80,127
ZNF804A,49
